Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost,errorMessage
Asia,Indonesia,Household,Offline,M,14/09/13,542789256,15/09/13,2258,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Vegetables,Online,M,26/01/10,222518908,19/02/10,7145,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Fruits,Online,M,28/07/13,775232923,03/08/13,7504,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Offline,M,01/09/13,653698813,17/09/13,2860,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,H,22/02/13,185949027,25/02/13,5304,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Online,M,05/12/15,666100060,08/12/15,2665,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Snacks,Online,H,19/02/16,540279996,23/03/16,9712,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Offline,H,04/03/16,393869578,08/03/16,3616,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,21/02/16,390208041,28/02/16,86,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Offline,H,02/05/10,200645387,12/06/10,4284,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Clothes,Offline,M,09/04/10,993077647,14/04/10,2599,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Online,M,22/04/14,665844285,11/06/14,6975,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Offline,M,06/04/10,592648732,20/04/10,6785,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,H,07/05/15,435598313,21/05/15,2076,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Online,H,07/11/16,831279933,25/11/16,3060,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,H,12/11/15,629416024,01/12/15,7043,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,M,11/06/10,649724423,16/07/10,6750,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Online,M,24/09/10,663392102,07/10/10,1320,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,M,05/12/16,106268537,05/01/17,6076,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Baby Food,Online,H,02/06/12,307145392,08/06/12,2,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Offline,M,15/02/10,187216746,20/03/10,450,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,M,06/05/17,910368192,13/06/17,7033,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,M,31/03/15,942132413,01/04/15,6772,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,M,01/01/14,117064321,01/01/14,789,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Online,M,30/07/13,625160968,31/08/13,7878,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Offline,M,29/01/17,762057483,26/02/17,8599,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Online,M,09/06/13,334300076,20/06/13,5676,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Offline,H,12/07/14,790381181,26/08/14,210,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,M,07/07/10,777404439,14/08/10,104,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,M,18/04/14,741411340,13/05/14,8946,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Personal Care,Online,H,27/09/10,552442204,16/11/10,8780,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,H,13/03/11,310131442,10/04/11,3640,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Offline,H,03/04/13,115344703,24/04/13,1916,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Online,H,25/04/10,247913634,26/04/10,2008,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Online,M,06/04/17,644383609,12/04/17,6284,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Offline,H,08/06/13,924867141,18/07/13,7594,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,M,06/12/13,164133870,14/01/14,9714,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,H,05/02/14,176419675,02/03/14,5357,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,H,22/11/10,220856368,18/12/10,5162,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Cereal,Online,H,25/05/10,601273000,28/05/10,8897,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,M,13/09/15,406879794,11/10/15,3628,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Online,H,23/06/15,326030290,06/08/15,8463,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,M,31/01/11,114990222,22/03/11,7017,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Online,M,01/05/17,799259936,01/05/17,7631,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,M,20/11/12,810197341,30/11/12,4252,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,M,26/03/11,893654811,26/04/11,1172,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,H,26/08/15,445803153,13/09/15,1915,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Offline,M,15/05/16,986057555,30/06/16,5198,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,H,22/02/17,468252170,16/03/17,5077,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,M,21/06/14,559937798,16/07/14,6892,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Online,M,19/07/15,825840413,11/08/15,3385,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Online,H,18/09/14,558136212,29/09/14,3763,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Household,Offline,M,03/01/10,757392156,27/01/10,8025,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Beverages,Online,M,04/03/11,991654145,31/03/11,1353,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Offline,H,31/07/10,448098266,18/08/10,1089,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,M,30/03/16,953858172,12/04/16,6685,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Offline,H,29/03/13,729486882,10/05/13,234,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,M,15/01/11,610899770,27/01/11,7672,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,M,02/12/12,148786914,31/12/12,8209,205.7,117.11, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Offline,H,15/03/12,412853181,24/03/12,1286,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Personal Care,Online,M,22/09/10,786267745,09/11/10,2953,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Online,H,30/01/10,338192498,09/02/10,7530,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Snacks,Online,M,31/07/13,275661838,17/09/13,3318,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Offline,M,21/12/15,257565295,02/01/16,8149,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Online,M,18/10/13,483952319,02/11/13,1101,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Baby Food,Online,H,14/06/11,145388019,02/07/11,2400,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Offline,H,21/02/10,817890346,14/03/10,783,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,H,17/05/16,411981570,23/06/16,3357,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,H,13/10/11,719003951,19/10/11,8102,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,M,07/09/12,301762950,20/10/12,7218,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Offline,H,05/07/11,922711074,10/07/11,9566,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Offline,M,10/06/17,728655612,27/06/17,4243,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Meat,Online,M,14/01/10,971304118,09/02/10,9328,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Offline,H,11/11/13,726203429,12/12/13,8587,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Offline,M,02/01/16,408780086,11/01/16,5966,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,M,14/06/16,499595391,12/07/16,233,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Offline,M,08/09/11,774219691,23/10/11,7666,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,M,28/08/11,238004910,17/10/11,9797,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Online,H,27/08/13,843836963,31/08/13,8964,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Offline,H,07/03/16,917174136,06/04/16,1063,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,M,09/05/13,968315494,08/06/13,4928,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Meat,Online,H,02/12/12,477229630,16/01/13,1708,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,M,11/08/10,281693589,28/09/10,8248,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Offline,M,07/01/10,983071506,31/01/10,1559,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,M,07/07/14,600202691,16/07/14,2169,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Online,M,09/12/13,988566815,23/12/13,7744,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,23/11/15,142755162,23/12/15,3280,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,H,17/10/11,306807649,05/11/11,56,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Household,Online,H,20/05/13,845598208,08/06/13,156,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Offline,H,08/05/10,224378859,14/05/10,7546,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,M,28/11/10,720467793,31/12/10,1285,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Offline,M,30/08/15,517789351,13/10/15,4230,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Cereal,Online,H,11/07/16,780968558,15/07/16,4806,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Online,H,01/07/12,110003888,13/08/12,1450,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,H,10/10/10,616282212,05/11/10,457,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,H,26/07/12,213006293,24/08/12,2151,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,H,07/03/10,767159259,12/04/10,8328,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Online,H,29/08/11,591125237,30/09/11,5949,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Offline,H,02/03/12,349013173,03/04/12,9609,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Online,M,24/10/11,544294726,06/11/11,7760,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,M,01/11/12,722623860,19/11/12,9313,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Offline,M,09/08/13,113822495,03/09/13,1461,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,M,27/02/13,895810878,15/03/13,9200,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,M,24/03/14,197913825,29/04/14,5954,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,23/07/14,339221179,10/08/14,1940,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,H,01/10/11,480414378,09/11/11,4145,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,H,10/04/14,531120574,01/05/14,9235,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Clothes,Offline,M,01/03/10,888932406,17/04/10,3708,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Online,H,09/03/17,382020223,01/04/17,7128,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,M,18/06/14,972134101,01/07/14,4938,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,H,08/12/11,387418115,10/01/12,4484,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,H,27/07/14,652275311,04/09/14,1615,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Online,H,17/01/10,274352490,19/02/10,5853,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,H,09/10/13,448411118,12/10/13,3670,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,M,04/04/10,942147862,22/05/10,1344,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Cereal,Online,M,14/03/13,522776973,21/04/13,178,205.7,117.11, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Offline,M,19/07/12,648777711,28/07/12,6597,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,M,24/08/14,914638698,15/09/14,771,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,H,19/04/16,434373509,27/04/16,9629,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,H,08/09/15,597017943,23/09/15,9731,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Online,M,28/10/16,839426124,14/11/16,3699,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Offline,M,06/09/15,506021964,23/10/15,1999,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Offline,M,19/06/12,355596816,27/07/12,7855,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,M,22/04/15,193387544,09/06/15,6527,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,H,23/07/12,677076518,17/08/12,843,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Meat,Online,H,14/11/16,732137763,14/11/16,4689,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Offline,M,22/03/17,782489478,03/04/17,4880,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,H,31/12/15,222222793,22/01/16,9517,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,H,04/08/14,430257499,10/09/14,1610,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Offline,H,29/10/14,277281463,21/11/14,2601,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,M,31/08/11,813183391,03/10/11,7891,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Offline,H,24/05/15,812492454,04/06/15,3427,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,H,24/08/16,262667071,13/09/16,7878,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Clothes,Offline,M,27/10/15,474580037,19/11/15,7634,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Online,M,01/02/11,900419127,11/03/11,2884,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,13/05/10,649485385,27/05/10,6013,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Offline,H,25/11/13,103915059,06/12/13,9630,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,M,12/06/13,734728991,14/06/13,1491,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,H,23/02/17,492929780,03/04/17,7731,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Offline,H,16/05/13,619918859,05/06/13,6621,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,M,21/04/16,656431663,30/04/16,1571,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Offline,M,15/02/16,738604676,03/03/16,8392,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,H,01/05/15,748612105,06/06/15,9813,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Clothes,Online,M,26/09/16,636138713,05/11/16,6436,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Online,H,16/05/14,484091365,16/06/14,2247,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Beverages,Online,M,12/09/10,397606217,15/09/10,9370,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Offline,M,23/12/10,971023452,13/01/11,6273,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Meat,Online,H,26/12/10,887269866,13/02/11,1725,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Offline,M,25/04/12,687182652,06/05/12,1472,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Offline,M,20/07/15,615589988,06/08/15,5612,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,H,23/06/13,524636924,14/07/13,579,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Online,H,01/05/15,661237323,16/05/15,3673,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Offline,M,25/09/14,371619260,17/10/14,9252,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Household,Offline,H,10/10/14,613830029,18/11/14,4801,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,H,30/06/11,557783019,28/07/11,9245,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,H,21/10/11,532486999,08/11/11,3591,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Offline,M,04/09/13,578131759,16/10/13,890,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Fruits,Online,M,05/09/13,879378163,21/09/13,6395,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,M,23/01/13,204719769,19/02/13,9984,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,H,06/12/14,920119845,08/12/14,2764,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,H,11/01/15,960465419,14/02/15,1916,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Fruits,Online,M,19/02/14,497818696,07/03/14,4470,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,01/05/16,672963082,28/05/16,3586,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,H,07/09/12,455456101,23/09/12,8437,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,01/08/13,803531730,23/08/13,1750,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Snacks,Offline,H,20/06/11,256496274,24/06/11,1802,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,23/06/14,798487031,08/08/14,8911,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,M,19/01/13,791665637,26/01/13,309,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Clothes,Online,M,12/07/17,617944753,05/08/17,2439,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,M,30/06/17,666157138,04/08/17,9555,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Online,H,20/03/15,728220450,09/05/15,5469,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Offline,M,23/11/12,485375821,06/01/13,2346,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,M,25/02/14,573426091,06/04/14,8378,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,H,14/05/11,727529513,12/06/11,1005,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Cereal,Offline,M,16/02/12,142303264,16/03/12,9553,205.7,117.11, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,M,14/05/11,338908326,16/06/11,9360,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Online,M,25/11/10,320038878,07/01/11,5471,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,M,18/01/11,951150214,10/02/11,5340,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Offline,M,16/12/12,937877357,30/12/12,7606,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,M,19/08/16,496492612,06/09/16,2052,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Offline,M,08/03/11,631331765,24/04/11,3954,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,M,09/01/12,875460851,24/01/12,7175,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,M,11/04/10,930380475,11/04/10,9113,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,M,27/07/14,176279342,18/08/14,3829,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,H,12/02/10,227282941,29/03/10,6928,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,M,01/08/13,387714231,05/09/13,2112,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Offline,H,03/05/17,802881133,21/06/17,9224,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Snacks,Online,H,19/05/15,534939181,23/05/15,9246,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,H,07/06/10,629612147,24/06/10,5081,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,02/12/16,958959949,23/12/16,6414,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,M,14/03/17,917132508,27/04/17,8745,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Household,Offline,H,04/12/16,696835601,12/12/16,7994,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Offline,M,17/05/10,399168765,04/07/10,1763,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,H,24/03/17,960860240,26/03/17,8752,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Online,H,08/11/13,714395701,13/12/13,4418,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Online,M,19/12/10,510416066,07/02/11,2311,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Beverages,Offline,M,15/06/11,402947032,17/07/11,9836,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,H,10/09/15,386767518,20/09/15,1958,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Fruits,Online,M,29/09/12,729586875,15/11/12,9824,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,H,21/03/14,990426766,07/05/14,8145,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,H,06/01/10,725512492,15/01/10,4124,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Beverages,Online,H,18/05/10,700415170,08/06/10,7268,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Offline,M,02/02/16,734943139,23/02/16,4862,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Offline,H,08/06/11,217333877,23/07/11,2779,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Snacks,Online,H,24/09/11,579556548,30/09/11,2516,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Offline,M,26/10/11,342348849,25/11/11,7487,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,H,04/12/11,826810729,16/12/11,523,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Online,H,14/03/13,150646865,26/03/13,8610,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,M,11/10/11,628007972,18/11/11,369,205.7,117.11, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Offline,H,09/08/12,153970658,30/08/12,2194,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Meat,Online,H,19/12/14,983959853,18/01/15,4441,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,M,25/02/12,793089139,31/03/12,1555,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,M,26/04/15,895062863,09/05/15,7846,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Snacks,Online,H,04/12/15,269292342,14/12/15,8443,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Offline,H,19/03/15,815595233,09/04/15,1609,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Offline,H,13/02/11,567451417,07/03/11,339,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Offline,M,02/02/15,548467814,19/02/15,2669,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Meat,Online,H,03/11/14,891582000,21/11/14,7782,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Offline,H,22/08/14,692580544,12/09/14,8829,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Offline,H,28/12/13,307202470,04/02/14,6892,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,H,23/10/12,635208737,11/12/12,1236,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Vegetables,Online,H,22/09/16,738902080,28/09/16,6400,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Offline,H,01/04/15,819256770,18/04/15,5139,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,M,09/01/14,830547368,20/01/14,6278,109.28,35.84, Region.matches("Europe") == true failed
